CustomerID,First,Last,StreetAddress,City,State,ZipCode,Email,PhoneNumber,FirstPurchaseDate,SubscribedToEmailList,Gender
414509,Amanda,Blake,8755 Castro Way,Sacramento,CA,94269,b_amanda@aol.com,(916) 846-0091,25-Apr-13,TRUE,F
415869,Joyce,Fulks,9600 Andrea Blvd,Sacramento,CA,94205,fjoyce@outlook.com,(916) 147-2585,08-Feb-13,FALSE,F
416523,Lynne,Metz,9386 Down River Ct,Citrus Heights,CA,95610,l.metz@yahoo.com,(916) 136-4983,02-Oct-12,TRUE,F
417823,Joyce,Krieg,8319 Delcliff Cir,Sacramento,CA,94211,kriegj39@yahoo.com,(916) 694-5241,25-Dec-12,TRUE,F
418506,Dusty,Baker,4248 Mullein Ct,Rio Linda,CA,95673,bdusty@hotmail.com,(916) 368-8556,16-Feb-13,TRUE,M
418521,Holly,Jacobsen,2319 Cannon St,Sacramento,CA,95812,h_jacobsen@outlook.com,(916) 248-7994,22-Apr-13,TRUE,F
418635,Scott,Schwartz,9396 Danbrook Dr,Sacramento,CA,94287,sschwartz25@gmail.com,(916) 450-0638,17-Oct-12,FALSE,M
420981,Tom,Johnson,5531 Delagua Way,Sacramento,CA,95842,tom.j51@fastmail.com,(916) 149-1396,26-Jun-13,TRUE,M
421074,N.T.,McQueen,4900 Monument Dr,Sacramento,CA,94235,n.t._m@zoho.com,(916) 564-9705,29-Nov-12,FALSE,M
422592,Pete,Dexter,5731 Princeton St,Sacramento,CA,95816,pete.d@fastmail.com,(916) 426-0047,13-Sep-12,FALSE,M
422717,April,Kalvert,3722 Floxtree Ct,Sacramento,CA,95867,kalverta73@mail.com,(916) 917-9060,27-Oct-12,FALSE,F
422951,Mandisa,Hundley,3653 Bakula Way,Sacramento,CA,95823,m_hundley@mail.com,(916) 167-8877,12-Nov-12,FALSE,F
425051,Charlie,Peacock,5356 Gleneagle Way,Sacramento,CA,95831,charlie.p@mail.com,(916) 541-4431,05-Mar-13,FALSE,M
426830,Malcom,Floyd,7936 Woody Ct,Carmichael,CA,95609,floyd_m@outlook.com,(916) 523-6899,02-Nov-12,TRUE,M
426984,Seneca,Wallace,6296 Fowler Ave,Sacramento,CA,94298,w.seneca@zoho.com,(916) 272-0336,13-Feb-13,TRUE,M
427391,Dale,Maharidge,6027 Derby Park Ct,McClellan,CA,95652,m.dale@outlook.com,(916) 967-2079,15-Jul-13,TRUE,M
427826,Rufus,Reid,9681 Torino Way,Sacramento,CA,94208,r.reid4@zoho.com,(916) 828-7831,18-Feb-13,TRUE,M
429748,Kevin,Goldthwaite,7412 Auntine Burney S,Sacramento,CA,95899,gkevin@gmail.com,(916) 910-0083,06-Nov-12,TRUE,M
432113,Harold,Green,1426 Harvey Way,Sacramento,CA,95812,h.green@mail.com,(916) 112-4690,03-Aug-12,FALSE,M
432268,Aaron,Garcia,1802 Ozro Ct,Sacramento,CA,94269,aaron.g@zoho.com,(916) 398-1311,22-Jan-13,FALSE,M
433442,Pauline,Justis,269 Bradford Dr,Ryde,CA,95680,pauline.j@mail.com,(916) 638-4801,26-Jun-13,FALSE,F
435907,Jennie,Yates,6305 Barnaby Ct,Elverta,CA,95626,jenniey64@yahoo.com,(916) 302-9549,18-Aug-12,TRUE,F
437454,Doug,Henry,8046 William Bird Ave,Sacramento,CA,94235,dough@mail.com,(916) 495-5277,11-May-13,FALSE,M
441628,Sheri,Asberry,5648 Alturas Way,Sacramento,CA,95852,a.sheri@mail.com,(916) 652-4062,26-Dec-12,TRUE,F
442254,Ann,Lane,3371 PO River Way,Sacramento,CA,94258,a.lane@zoho.com,(916) 903-7266,29-Aug-13,TRUE,F
442691,Rosemary,Shafer,7404 Ruger Ct,Sacramento,CA,94279,srosemary@icloud.com,(916) 787-3011,15-Sep-13,FALSE,F
447368,Gerald,Willhite,317 Sorenson Way,Sacramento,CA,95838,gerald_w@mail.com,(916) 147-7970,01-Sep-12,TRUE,M
447601,Anthony,Kennedy,2023 Tiogawoods Dr,Rancho Murieta,CA,95683,a_kennedy17@mail.com,(916) 947-9551,24-Aug-12,TRUE,M
448739,Jim,Breech,3937 Glynis Falls Ct,Sacramento,CA,94247,jbreech@icloud.com,(916) 565-2024,01-Feb-13,TRUE,M
448993,Rachel,Jim,3791 Court Pkwy,Sacramento,CA,94252,rachelj@hotmail.com,(916) 332-9620,29-Jun-13,TRUE,F
452874,Craig,Chaquico,7191 Shoal Ct,Sacramento,CA,94262,c_chaquico31@icloud.com,(916) 766-5960,09-Jul-13,TRUE,M
454015,Tony,Lopez,2501 Orrington Cir,Sacramento,CA,95831,l_tony@mail.com,(916) 566-4661,22-Oct-12,TRUE,M
454143,Joey,Hand,4235 Blues Aly,Antelope,CA,95843,j_hand@icloud.com,(916) 820-8532,15-Jul-13,TRUE,M
456457,Edith,Alcorn,8075 Huckleberry Ln,Sacramento,CA,94295,alcorn.e@outlook.com,(916) 905-6054,22-Oct-12,FALSE,F
458448,Robin,Casiano,9977 Twin Trails Dr,Sacramento,CA,94211,casiano.r@outlook.com,(916) 757-2307,23-Jul-13,FALSE,F
459243,Marcus,McCauley,7210 Payton St,Rio Linda,CA,95673,mccauley_m@yahoo.com,(916) 839-9724,14-Feb-13,FALSE,M
464277,Mike,Thomas,1864 Serenata Ct,Sacramento,CA,94252,m.thomas89@gmail.com,(916) 416-8769,14-Jul-13,FALSE,M
464782,Mary,Youngblood,2319 Sunnyfield Way,Sacramento,CA,95852,youngblood.m@mail.com,(916) 930-3776,10-Apr-13,FALSE,F
464984,Kevin,Johnson,2423 Spring Azure Way,Sacramento,CA,95833,kevin.j@yahoo.com,(916) 408-1339,31-Jul-12,FALSE,M
465275,Jill,Hollenbeck,5720 Ada Ln,Sacramento,CA,95838,jill_h3@gmail.com,(916) 158-3380,22-Aug-12,FALSE,F
468100,Buck,Martinez,3346 Essen Way,Elk Grove,CA,95624,b.martinez@aol.com,(916) 573-3582,30-Sep-12,TRUE,M
468692,Betsy,Sodaro,4962 Becerra Way,Sacramento,CA,94277,sodaro_b@yahoo.com,(916) 487-0833,15-Jun-13,TRUE,F
469564,Elsie,Slone,1970 Salt Ct,Rio Linda,CA,95673,e_slone@gmail.com,(916) 453-9270,01-Jul-13,TRUE,F
470304,Adrienne,Barbeau,8259 Park Ranch Way,Sacramento,CA,94298,adrienne_b@aol.com,(916) 230-5762,19-Jul-12,TRUE,F
471187,Rodney,Hannah,9889 Austell Way,Herald,CA,95638,hrodney@icloud.com,(209) 301-1434,12-May-13,FALSE,M
475216,Dustin,Pedroia,8397 Callecita St,Elk Grove,CA,95759,p_dustin@icloud.com,(916) 245-8676,18-May-13,TRUE,M
478274,Dick,Jurgens,8475 Anchor Bend Pl,Sacramento,CA,95832,d_jurgens@fastmail.com,(916) 446-1961,04-May-13,TRUE,M
479497,Donna,Ramage,4243 San Felice Cir,Mather,CA,95655,donna_r27@icloud.com,(916) 204-7628,19-Nov-12,TRUE,F
480298,Greg,Knapp,5226 Hatteras Way,Sacramento,CA,95836,k.greg@zoho.com,(916) 824-0392,26-Aug-12,TRUE,M
482274,Jayne,Collins,4349 Westholme Way,Sacramento,CA,94280,jayne_c@mail.com,(916) 857-1003,26-Jul-12,FALSE,F
484909,Raphael,Saadiq,4593 Havenwood Cir,Sacramento,CA,94293,r.saadiq@outlook.com,(916) 677-6106,04-Jun-13,FALSE,M
485769,Merrin,Dungey,7988 Sam Ave,Sacramento,CA,95822,m_dungey@mail.com,(916) 402-1034,04-Aug-13,FALSE,M
487346,Herb,Caen,9371 Laura Ct,Sacramento,CA,94249,caen_h40@fastmail.com,(916) 230-5705,10-Jun-13,FALSE,M
488295,Johnny,Colla,7550 Homeland Ct,Sacramento,CA,94287,colla_j@hotmail.com,(916) 346-3985,20-Dec-12,FALSE,M
488803,Brittney,Pardue,8459 Kit Ln,Sacramento,CA,94271,pbrittney@outlook.com,(916) 738-8334,20-Sep-12,TRUE,F
491380,Eric,Lynch,99 Rushden Dr,Rancho Murieta,CA,95683,lynche@aol.com,(916) 192-3665,16-Nov-12,FALSE,M
493552,Adrian,Ross,3850 Jo Ann Dr,Orangevale,CA,95662,adrian_r@yahoo.com,(916) 150-3390,13-Apr-13,FALSE,M
494106,Margie,Kowalewski,8880 Trouville Ln,Sacramento,CA,95825,margiek@gmail.com,(916) 941-9509,26-Aug-13,TRUE,F
498153,Jennifer,O'Brian,2814 Deer Cross Way,Sacramento,CA,94245,jennifer_o@aol.com,(916) 321-8193,10-Aug-12,FALSE,F
498970,Katie,Calkins,6705 Sandpointe Ct,Sacramento,CA,94259,calkinsk@yahoo.com,(916) 657-9280,16-Jan-13,TRUE,F
500350,Cheryl,Burgess,7675 Jefferson St,Elk Grove,CA,95758,burgess.c@gmail.com,(916) 269-4240,02-Jun-13,TRUE,F
500733,Don,Verlin,7102 Windward Way,Sacramento,CA,94247,verlind80@icloud.com,(916) 230-6170,29-Nov-12,FALSE,M
500828,Rae,Carruth,6322 Carle Ln,Sacramento,CA,94258,c.rae86@gmail.com,(916) 319-1919,30-Oct-12,TRUE,M
507743,May,O'Donnell,5158 Hopkins St,Sacramento,CA,94282,m.o'donnell@fastmail.com,(916) 685-2892,19-Mar-13,FALSE,F
513968,Giselle,Fernández,2817 Mossbeach Ct,Sacramento,CA,95826,gfernández53@hotmail.com,(916) 103-8770,27-Nov-12,TRUE,F
515753,Jeff,Watson,2793 York Glen Way,Sacramento,CA,94279,jwatson51@fastmail.com,(916) 961-3375,06-Apr-13,FALSE,M
515790,Cornel,West,6210 Maple Crest St,Sacramento,CA,94267,west.c@mail.com,(916) 228-0630,15-Jan-13,TRUE,M
516619,Nick,Johnson,5112 Turret Ct,Sacramento,CA,94280,nickj@zoho.com,(916) 674-7673,30-May-13,FALSE,M
517477,Sherri,Pickett,2143 Harding Ave,Sacramento,CA,94263,sherri.p24@aol.com,(916) 399-9064,07-Mar-13,TRUE,F
520078,Don,Doll,2043 Maruyama Ct,Rancho Cordova,CA,95741,dolld@mail.com,(916) 308-6852,19-Mar-13,TRUE,M
520196,Cindy,Stilwell,7155 Grovehill Way,Sacramento,CA,95823,c_stilwell@outlook.com,(916) 633-3093,23-Apr-13,FALSE,F
520377,Donte,Stallworth,1811 Rio Barco Way,McClellan,CA,95652,donte_s@yahoo.com,(916) 238-0492,13-Jun-13,FALSE,M
524667,Summer,Sanders,9744 Martinson Ct,Sacramento,CA,94239,ssanders34@hotmail.com,(916) 101-7730,01-Jul-13,FALSE,F
528475,Pam,Verdin,5839 Funston Dr,Sacramento,CA,94274,v_pam@outlook.com,(916) 510-0087,22-Nov-12,FALSE,F
534481,Joyce,Judd,2247 Risley Ct,Sacramento,CA,95836,judd.j11@outlook.com,(916) 540-0219,20-Jan-13,FALSE,F
537796,Michael,Hedges,860 Watson St,Rancho Murieta,CA,95683,michaelh@hotmail.com,(916) 865-8379,22-Oct-12,FALSE,M
537860,Brandi,Angulo,4811 Ute River Ct,Carmichael,CA,95609,a_brandi@hotmail.com,(916) 427-1148,21-Oct-12,TRUE,F
547890,Joe,Carnahan,5017 Sawyer Cir,Rancho Cordova,CA,95741,joe_c@zoho.com,(916) 317-6443,17-May-13,FALSE,M
548546,Mike,Burton,5838 Chantry Ct,Herald,CA,95638,m.burton@mail.com,(209) 497-3239,24-May-13,FALSE,M
548800,Katherine,Kayes,8961 Prudhoe Ct,Sacramento,CA,95811,katherine.k18@zoho.com,(916) 383-5139,09-Mar-13,TRUE,F
549823,Delano,Thomas,3754 Bold Ln,Rancho Cordova,CA,95670,thomas.d@aol.com,(916) 839-7227,22-Aug-13,TRUE,M
550661,Katie,Spears,8166 Los Gatos Cir,Sacramento,CA,95815,katie_s@aol.com,(916) 179-5393,11-Apr-13,TRUE,F
550824,Ken,O'Brien,137 Greenview Ln,Sacramento,CA,95823,o'brienk@hotmail.com,(916) 727-6155,29-Jul-13,TRUE,M
551950,Rick,Cunningham,7594 Nimitz St,Orangevale,CA,95662,c.rick@zoho.com,(916) 907-8094,21-Aug-12,TRUE,M
552124,Rose,Melberg,7891 Red River Ct,Sacramento,CA,94230,rose_m@yahoo.com,(916) 510-2609,14-Feb-13,TRUE,F
553931,Bob,Jones,4162 Wegat Ln,Sacramento,CA,95816,jones.b@mail.com,(916) 545-5261,28-Jul-12,TRUE,M
554099,Ruth,Wilhelm,6734 Cortez Ln,Sacramento,CA,95865,wilhelm_r@yahoo.com,(916) 193-3954,06-Sep-13,TRUE,F
556152,Mary,Love,8866 Kincaid Way,Sacramento,CA,95833,l.mary@zoho.com,(916) 545-8736,28-Sep-12,TRUE,F
556619,Laura,Michalski,2230 Vichy Cir,Sacramento,CA,94206,l.michalski@gmail.com,(916) 893-7997,21-Sep-12,TRUE,F
558749,Haley,Anderson,7803 La Casa Way,Sacramento,CA,95832,a_haley@zoho.com,(916) 729-4309,30-Mar-13,TRUE,F
559054,Bill,Cartwright,1523 Warrington Ct,Sacramento,CA,94203,cartwright_b@zoho.com,(916) 764-1007,27-Oct-12,TRUE,M
559190,Eric,Thomas,7885 W Vista Way,Sacramento,CA,94278,e_thomas27@icloud.com,(916) 304-8521,03-Aug-13,FALSE,M
559486,Emily,Eyre,2165 Blackridge Ave,Sacramento,CA,94259,emilye@icloud.com,(916) 382-5492,11-Sep-12,TRUE,F
559688,Maria,Pace,1309 Clothier Way,Sacramento,CA,95836,mariap@aol.com,(916) 748-1662,01-Jun-13,TRUE,F
561305,Morton,Downey,6272 Mesa Grande Ct,Sacramento,CA,94248,morton_d@mail.com,(916) 741-9814,15-Mar-13,TRUE,M
563468,Mildred,Deluca,8844 Northview Dr,Folsom,CA,95630,deluca_m@icloud.com,(916) 159-2675,03-Jul-12,TRUE,F
563500,Sally,Otten,5550 Dresher Park Way,Sacramento,CA,95842,s_otten@gmail.com,(916) 323-8422,20-Oct-12,FALSE,F
565259,Don,Imus,5747 Desi Way,Sacramento,CA,95899,d_imus@hotmail.com,(916) 227-9089,18-Jun-13,FALSE,M
566192,Eileen,Payton,5037 Tierra Green Way,North Highlands,CA,95660,p_eileen@mail.com,(916) 306-5319,21-Dec-12,TRUE,F
567388,Lynn,Anderson,33 Lupine Field Ct,Sacramento,CA,95827,alynn78@zoho.com,(916) 688-2912,18-Sep-12,FALSE,F
567719,Ramona,Keegan,760 Winfield Way,Sacramento,CA,94246,r.keegan80@mail.com,(916) 829-5606,30-Jul-13,TRUE,F
568217,Bessie,Major,6465 Tarragon Ct,Sacramento,CA,94254,b_major42@mail.com,(916) 978-4947,18-Aug-13,TRUE,F
575041,Larry,Bowa,8342 Minden Ct,Sacramento,CA,94240,bowa.l@icloud.com,(916) 219-4634,18-Jul-13,TRUE,M
575903,Carlos,Alazraqui,1679 Windsong Ct,Sacramento,CA,94244,alazraquic@icloud.com,(916) 541-0130,24-Feb-13,FALSE,M
578275,Jennifer,Rosenheim,9162 Hilldale Rd,Sacramento,CA,94262,j.rosenheim@outlook.com,(916) 829-6492,17-Dec-12,TRUE,F
580674,Kort,Schubert,9119 Smoketree Dr,Sacramento,CA,94297,skort@zoho.com,(916) 783-0129,14-Jul-13,TRUE,M
580783,Christine,Hamilton,5617 Scrub Oak Way,Sacramento,CA,94286,christine.h@fastmail.com,(916) 882-5291,06-Feb-13,FALSE,F
585972,Juan,Lazcano,4293 Timbercreek Way,Orangevale,CA,95662,jlazcano@mail.com,(916) 805-7891,25-Mar-13,FALSE,M
586201,Sylvia,Russell,3016 Alden Way,Fair Oaks,CA,95628,srussell@yahoo.com,(916) 232-2685,20-Jul-13,TRUE,F
590517,Constance,Jeter,2194 Greenhead Ct,Sacramento,CA,94245,j_constance@icloud.com,(916) 795-1275,04-May-13,TRUE,F
590616,Jim,Eakins,7257 Capitol Mall,Sacramento,CA,95853,eakins_j@mail.com,(916) 426-9268,15-Oct-12,TRUE,M
592528,Geoff,Jenkins,4024 Merton Way,Sacramento,CA,94234,j.geoff@aol.com,(916) 758-1992,01-Jun-13,TRUE,M
592592,Laura,Brooks,6107 Socorro Way,Sacramento,CA,95831,b.laura@zoho.com,(916) 473-8657,25-Jun-13,TRUE,F
592726,Janet,Saville,4779 Mountain View Ave,Sacramento,CA,94235,janet_s@icloud.com,(916) 618-3768,24-Oct-12,TRUE,F
593317,Betty,Carvajal,9229 Portinao Cir,Sacramento,CA,94268,b_carvajal95@icloud.com,(916) 913-8104,27-Jul-13,FALSE,F
599995,Miguel,Ponce,657 Mafic Ct,Sacramento,CA,95813,mponce80@yahoo.com,(916) 948-7350,17-Jun-13,FALSE,M
601753,Dominic,Sandoval,4838 Loma Linda Ct,Sacramento,CA,94284,s.dominic@outlook.com,(916) 740-5700,27-Nov-12,FALSE,M
605188,Glenda,Tedford,2566 Tamworth Way,Fair Oaks,CA,95628,t.glenda@fastmail.com,(916) 789-4640,27-Apr-13,TRUE,F
606155,Bertha,Slone,6313 Stonefield Ct,Sacramento,CA,94295,b.slone@zoho.com,(916) 623-1617,16-Jun-13,FALSE,F
607810,Delores,Lang,4194 Vowell St,Sacramento,CA,94239,lang.d95@mail.com,(916) 268-4463,11-Sep-13,TRUE,F
608290,Joan,Lunden,4245 Drawbridge Ct,Sacramento,CA,94287,l_joan67@yahoo.com,(916) 606-6818,01-Apr-13,TRUE,F
610766,Dick,Ruthven,6783 Los Padres Way,Sacramento,CA,94205,r_dick@aol.com,(916) 535-3358,03-Jul-12,TRUE,M
611078,Marcus,Arroyo,7078 Crooked Stick Dr,Sacramento,CA,95867,marcus_a@icloud.com,(916) 425-0218,04-Jun-13,TRUE,M
611848,Henry,Hathaway,2448 Johanson Cir,Sacramento,CA,94293,hathaway.h@gmail.com,(916) 589-8515,30-May-13,FALSE,M
612681,Colin,Hanks,4957 Alderwood Way,Antelope,CA,95843,colin_h@zoho.com,(916) 450-4918,10-Jun-13,TRUE,M
616028,Janet,Corcoran,9774 W Harvard Ave,Folsom,CA,95630,corcoranj@mail.com,(916) 695-5603,07-Aug-12,FALSE,F
616258,Jessica,Alcorn,1187 Outer Banks Pl,Sacramento,CA,95820,alcorn_j@fastmail.com,(916) 718-7660,03-Feb-13,TRUE,F
616392,Jarrett,Bush,5748 Scotty Way,Sacramento,CA,95812,jbush@fastmail.com,(916) 112-5635,11-Jul-13,TRUE,M
618955,Nick,Watney,3799 Kahara Ct,Sacramento,CA,94236,n_watney32@gmail.com,(916) 570-1567,14-Jul-13,TRUE,M
619910,Daniel,Fells,4887 Doreen Way,Sacramento,CA,95840,d.fells@zoho.com,(916) 284-9060,10-May-13,TRUE,M
622131,Lonie,Paxton,3468 Elvas Fwy,Rancho Cordova,CA,95742,l.paxton@aol.com,(916) 751-0019,29-Jun-13,FALSE,M
622506,Cassandra,Davis,150 Stacy Ave,Sacramento,CA,94290,c.davis@icloud.com,(916) 546-7263,12-Jul-13,TRUE,F
624668,Ann,Bannon,4399 Irma Way,Citrus Heights,CA,95611,annb88@icloud.com,(916) 378-1352,08-Oct-12,FALSE,F
627324,Bob,Elliott,792 Green Glen Way,Sacramento,CA,94254,e_bob@outlook.com,(916) 217-2551,13-Apr-13,FALSE,M
628132,Susan,Kalvert,4314 Jackdaw Ct,Folsom,CA,95630,s.kalvert@hotmail.com,(916) 892-7624,17-Mar-13,TRUE,F
632495,Opal,Hillyer,8545 Inlet Ct,Sacramento,CA,95818,hillyero@mail.com,(916) 431-3598,28-Sep-12,FALSE,F
643214,Erik,Coleman,3257 Loma Mar Ct,Sacramento,CA,94298,c_erik@icloud.com,(916) 819-1014,13-Jan-13,FALSE,M
643305,Taylor,Graham,7662 Blachly Way,Sacramento,CA,94277,g.taylor75@aol.com,(916) 119-0688,11-Jul-12,FALSE,M
646700,Myra,Work,5698 Lirios Ave,Sacramento,CA,94205,myra_w@fastmail.com,(916) 476-6180,07-Jun-13,TRUE,F
646953,Amber,Demers,6484 Tywood Ct,Sacramento,CA,94299,amberd69@hotmail.com,(916) 639-1758,09-Mar-13,TRUE,F
649551,Steve,Holm,9489 Lori Ct,Sacramento,CA,95840,hsteve@hotmail.com,(916) 826-9471,17-Nov-12,TRUE,M
651462,Toby,Hall,7527 Stillwell Ct,Sacramento,CA,94229,htoby@mail.com,(916) 779-0784,20-Aug-13,TRUE,M
656512,Joyce,Olson,2843 Savannah Ln,Sacramento,CA,95820,ojoyce@yahoo.com,(916) 139-0919,06-Sep-12,FALSE,F
656728,Edith,Keenan,3026 N Edge Dr,Sacramento,CA,94284,edith.k@mail.com,(916) 115-4453,16-Jul-12,FALSE,F
657495,Lauren,Ray,3530 Fletcher Farm Dr,Sacramento,CA,95819,l_ray28@mail.com,(916) 390-8677,01-Feb-13,FALSE,F
657736,Mildred,Nester,596 Eileen Way,Sacramento,CA,95819,n.mildred@yahoo.com,(916) 482-0718,26-Sep-12,TRUE,F
659695,Sydney,Crew,7835 Sergio Way,Elk Grove,CA,95759,sydney_c@icloud.com,(916) 365-8928,02-Sep-13,TRUE,F
660634,Chris,Oldham,6285 Stretto Ct,North Highlands,CA,95660,oldhamc@icloud.com,(916) 823-0083,19-Mar-13,TRUE,M
663029,Lynda,Ethridge,4440 Kinsella Ln,Citrus Heights,CA,95611,elynda76@mail.com,(916) 757-0053,02-Oct-12,TRUE,F
664411,Anne,Boisvert,2657 Danbrook Dr,Sacramento,CA,94294,anneb@icloud.com,(916) 750-3769,22-Jul-13,TRUE,F
664934,Scott,Boras,5033 Zoram Ct,Sacramento,CA,94203,scottb26@outlook.com,(916) 386-2950,28-Jul-13,FALSE,M
665282,Constance,Wheat,3321 Southampton Way,Sacramento,CA,95828,cwheat41@mail.com,(916) 511-2041,04-Sep-12,TRUE,F
665313,Michael,Stember,8295 Grand View Rd,Sacramento,CA,94269,m_stember@fastmail.com,(916) 779-4110,04-Jul-12,TRUE,M
667170,Vladimir,Sabich,9377 Nimes Ln,Sacramento,CA,94204,s_vladimir50@mail.com,(916) 766-0235,19-Dec-12,TRUE,M
668931,Myrtle,Jackman,8844 Barr Way,Sacramento,CA,94258,j_myrtle@outlook.com,(916) 777-8875,25-Dec-12,FALSE,F
670707,Brandon,League,8813 Pavilions Place Ln,Sacramento,CA,94294,l.brandon@fastmail.com,(916) 180-3183,29-Aug-13,FALSE,M
671101,Kathy,Rowell,7249 Wreyford Ct,Folsom,CA,95763,kathyr@gmail.com,(916) 434-7186,28-Jul-13,TRUE,F
671363,Ricky,Reynolds,542 Odom Ct,Citrus Heights,CA,95621,ricky_r@icloud.com,(916) 588-5553,06-Dec-12,TRUE,M
672834,Amber,Bounds,903 Whisper Ln,Ryde,CA,95680,b.amber@gmail.com,(916) 488-1072,22-Apr-13,FALSE,F
676018,Rosemary,Ellinger,5221 Johns Dr,Sacramento,CA,94248,r_ellinger@icloud.com,(916) 564-5936,21-Jan-13,FALSE,F
676155,Jack,Gallagher,4873 Juan Way,Carmichael,CA,95609,jackg17@icloud.com,(916) 521-4551,03-Mar-13,FALSE,M
678940,Anne,Mullins,180 Seyferth Way,Sacramento,CA,94262,a_mullins@yahoo.com,(916) 878-2424,21-Aug-13,FALSE,F
679354,Dan,Bunz,6481 Coker Ct,Sacramento,CA,95823,dbunz34@zoho.com,(916) 159-1842,19-Aug-13,TRUE,M
680104,Louis,Stanfill,9077 Shada Way,Sacramento,CA,95824,s_louis19@mail.com,(916) 643-2727,11-Jun-13,TRUE,M
689877,Jeannette,Fluker,7177 I St,Sacramento,CA,95841,fjeannette17@yahoo.com,(916) 779-6169,08-Oct-12,FALSE,F
690100,Don,Rogers,5769 Silk Tree Way,Sacramento,CA,94286,don_r@yahoo.com,(916) 147-9580,10-Aug-12,TRUE,M
693531,Virginia,Czyenski,1003 Heather Tree Dr,Elk Grove,CA,95759,vczyenski44@mail.com,(916) 946-1493,21-Oct-12,FALSE,F
694281,Sarah,Colangelo,2231 Vichy Cir,Sacramento,CA,94250,s.colangelo@outlook.com,(916) 425-4981,22-Dec-12,FALSE,F
695276,Pauline,Gonzalez,9696 Fernwood Way,Ryde,CA,95680,gonzalezp83@mail.com,(916) 742-3697,18-Jun-13,TRUE,F
696852,Jamie,Nieto,6075 Dewey Blvd,Courtland,CA,95615,nieto_j@aol.com,(916) 412-8932,22-Aug-12,TRUE,M
701211,Lillian,Chambers,2814 Southbury Ct,Sacramento,CA,94291,chambers.l@outlook.com,(916) 622-9840,19-Jul-13,FALSE,F
701816,Jermaine,Dye,497 Durney Ct,Ryde,CA,95680,dyej@zoho.com,(916) 313-2324,12-Nov-12,TRUE,M
702197,Ian,Hecox,1148 Cool Water Ct,Sacramento,CA,94254,h_ian@mail.com,(916) 929-1850,19-Jul-13,TRUE,M
703083,Derrek,Lee,5253 Longboat Key Way,Sacramento,CA,95821,derrekl@aol.com,(916) 722-0407,17-Dec-12,TRUE,M
706101,Carla,Boisvert,9275 Ashland Way,Sacramento,CA,94291,boisvert_c56@mail.com,(916) 278-8291,08-Apr-13,FALSE,F
706884,Pat,Morita,1585 Benham Way,Sacramento,CA,94271,pat.m84@aol.com,(916) 591-6932,02-May-13,FALSE,M
707458,Barbi,Benton,7315 Timberwood Ct,Sacramento,CA,95821,b.barbi@outlook.com,(916) 627-0315,15-Jul-12,TRUE,F
710047,Jeanne,Bluhm,5427 Veralee Ln,Orangevale,CA,95662,bjeanne24@aol.com,(916) 777-4620,24-May-13,TRUE,F
714277,Edith,Ryan,5987 Narwal Pl,Elk Grove,CA,95757,r_edith@gmail.com,(916) 183-5615,03-Jul-12,FALSE,F
714947,Erika,Michel,3628 Kam Ct,Sacramento,CA,94236,michel_e@aol.com,(916) 938-6345,16-Aug-13,FALSE,F
717234,Dale,Brown,8322 Esquire Dr,Sacramento,CA,94240,dale_b@gmail.com,(916) 874-2319,28-Aug-13,TRUE,M
719921,Geoff,Jenkins,4319 Explorer Dr,Sacramento,CA,95819,j.geoff@mail.com,(916) 327-8833,10-May-13,TRUE,M
720602,Lori,Tucker,8335 Deeble St,Sacramento,CA,94280,lori_t46@aol.com,(916) 489-5893,09-Oct-12,FALSE,F
722547,Charles,Roberts,9788 Tyne Fell Ct,Sacramento,CA,95816,charlesr@gmail.com,(916) 116-9326,14-Jul-12,TRUE,M
723057,Justin,Bannan,9790 Silverleaf Way,Folsom,CA,95630,j_bannan49@icloud.com,(916) 251-2296,29-Nov-12,FALSE,M
723819,Casey,Weathers,552 Stewart Rd,Sacramento,CA,95894,c_weathers@fastmail.com,(916) 526-7080,08-Dec-12,FALSE,M
724700,Steve,Cronin,6200 Waterash Way,Wilton,CA,95693,steve.c16@icloud.com,(916) 701-2617,25-Nov-12,TRUE,M
724813,Bill,Munson,3591 Barbara St,Sacramento,CA,94235,b.munson@fastmail.com,(916) 340-6319,13-Aug-12,TRUE,M
728908,Laura,Sampson,9457 Wesley Ave,Sacramento,CA,95827,l.sampson@zoho.com,(916) 612-1465,12-Sep-13,FALSE,F
729740,Mark,Spitz,5856 Jade Ct,Sacramento,CA,94247,spitz.m@yahoo.com,(916) 168-8482,28-Aug-13,FALSE,M
730305,Natalie,Zeller,9479 Macarlen Way,Rancho Murieta,CA,95683,nataliez@mail.com,(916) 274-2578,26-Jul-13,TRUE,F
731346,Jeff,Blauser,3569 Inman Way,Sacramento,CA,94269,j_blauser85@hotmail.com,(916) 928-4527,18-Jul-13,FALSE,M
734514,Deborah,Blum,7444 Cassatt Way,Sacramento,CA,95822,dblum21@mail.com,(916) 512-5092,02-Mar-13,FALSE,F
734624,Brittany,Hatcher,5957 Gleneagle Way,Sacramento,CA,95823,brittany.h@zoho.com,(916) 678-8623,21-Nov-12,FALSE,F
736500,Ken,Rose,2921 Pelican Way,Sacramento,CA,94296,rosek@gmail.com,(916) 981-0527,02-Jul-12,TRUE,M
737707,Cecil,Wallace,2568 Boscastle Way,Sacramento,CA,94234,wallace.c@gmail.com,(916) 608-1910,24-Sep-12,TRUE,M
